             JOBID PARTITION     NAME     USER  ACCOUNT ST       TIME  NODES NODELIST(REASON)
          52240388  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240387  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240386  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240385  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240384  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240383  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240382  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240381  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240380  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240379  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240378  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240377  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240376  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240375  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240374  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240373  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240372  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240371  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240370  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240369  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240368  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240367  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240366  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240365  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240364  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240363  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240362  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240361  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240360  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240359  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240358  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240357  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240356  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240355  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240354  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240353  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240352  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240351  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240350  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240349  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240348  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240347  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240346  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240345  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240344  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240343  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240342  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240341  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240340  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240339  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240338  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240337  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240336  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240335  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240334  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240333  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240332  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240331  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240330  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240329  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240328  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240327  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240326  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240325  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240324  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240323  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240322  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240321  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240320  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240319  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240318  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240317  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240316  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240315  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240314  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240313  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240312  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240311  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240310  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240309  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240308  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240307  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240306  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240305  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240304  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240303  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240302  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240301  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240300  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240299  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240298  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240297  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240296  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240295  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240294  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240293  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240292  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240291  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240290  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240289  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240288  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240287  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240286  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240285  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240284  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240283  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240282  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240281  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240280  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240279  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240278  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240277  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240276  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240275  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240274  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240273  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240272  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240271  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240270  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240269  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240268  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240267  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240266  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240265  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240264  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240263  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240262  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240261  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240260  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240259  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240258  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240257  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240256  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240255  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240254  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240253  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240252  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240251  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240250  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240249  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240248  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240247  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240246  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240245  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240244  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240243  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240242  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240241  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240240  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240239  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240238  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240237  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240236  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240235  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240234  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240233  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240232  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240231  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240230  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240229  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240228  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240227  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240226  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240225  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240224  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240223  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240222  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240221  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240220  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240219  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240218  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240217  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240216  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240215  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240214  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240213  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240212  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240211  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240210  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240209  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240208  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240207  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240206  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240204  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240203  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240202  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240201  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240200  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240199  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240198  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240197  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240196  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240195  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240194  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240193  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240192  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240191  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240190  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240189  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240188  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240187  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240186  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240185  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240184  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240183  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240182  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240181  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240180  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240179  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240178  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240177  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240176  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240175  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240174  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240173  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240172  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240171  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240170  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240169  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240168  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240167  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240166  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240165  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240164  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240163  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240162  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240161  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240160  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240159  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240158  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240157  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240156  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240155  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240154  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240153  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240152  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240151  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240150  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240149  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240148  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240147  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240145  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240144  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240143  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240142  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240141  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240140  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240139  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240138  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240137  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240136  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240135  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240134  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240133  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240132  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240131  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240130  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240129  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240128  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240127  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240126  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240125  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240124  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240123  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240122  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240121  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240120  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240119  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240118  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240117  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240116  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240115  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240114  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240113  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240112  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240111  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240110  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240109  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240108  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240107  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240106  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240105  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240104  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240103  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240102  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240101  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240100  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240099  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240098  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240097  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240096  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240095  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240094  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240093  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240092  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240091  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240090  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240089  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240088  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240087  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240086  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240085  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240084  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240083  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240082  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240081  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240080  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240079  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240078  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240077  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240076  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240075  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240074  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240073  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240072  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240071  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240070  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240069  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240068  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240067  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240066  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240065  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240064  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240063  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240062  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240061  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240060  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240059  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240058  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240057  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240056  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240055  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240054  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240053  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240052  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240051  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240050  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240049  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240048  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240047  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240046  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240045  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240044  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240043  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240042  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240041  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240040  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240039  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240038  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240037  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240036  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240035  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240034  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240033  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240032  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240031  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240030  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240029  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240028  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240027  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240026  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240025  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240024  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240023  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240022  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240021  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240020  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240019  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240018  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240017  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240016  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240015  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240014  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240013  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240012  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240011  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240010  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240009  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240008  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240007  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240006  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240005  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240004  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240003  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240002  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240001  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
          52240000  standard make_fak hsingwel hsingwel PD       0:00      1 (Priority)
